Unnamed: 0.1,Unnamed: 0,id_empleado,sexo,edad,ciudad,departamento,salario,fecha_ingreso,evaluacion_desempeno,modalidad,estado_civil
301,247,34655,M,35,Guayaquil,Tecnologia,432249.0,28/03/2023,4,hibrido,Union Libre
302,950,52301,m,24,guayaquil,Ventas,191426.0,2025-12-13,2,presencial,Union Libre
303,32,53995,m,41,Guayaquil,Tecnologia,482825.0,2023-12-25,3,remoto,Soltero
304,114,51984,F,33,guayaquil,Finanzas,439188.0,16/08/2016,3,remoto,Union Libre
305,191,88864,F,48,UIO,Tecnologia,287781.0,2018-04-14,4,hibrido,Casado
306,941,98539,F,41,UIO,Operaciones,90758.0,"Oct 19, 2023",5,presencial,Divorciado
307,684,10439,M,26,UIO,Marketing,156367.0,26/09/2025,4,presencial,Soltero
308,881,79353,M,40,Guayaquil,Tecnologia,736934.0,"Jan 19, 2023",4,remoto,Casado
309,782,90622,M,39,quito,Tecnologia,51281.0,2015-06-09,4,remoto,Union Libre
310,464,20952,F,33,guayaquil,Tecnologia,312628.0,"Jun 15, 2025",4,presencial,Casado
311,776,98162,female,41,UIO,Operaciones,117242.0,2024-08-19,4,presencial,Soltero
312,789,91856,M,26,guayaquil,Tecnologia,123891.0,2015-01-26,3,remoto,Soltero
313,819,62846,female,36,Guayaquil,Tecnologia,308121.0,2026-02-14,4,remoto,Casado
314,188,85207,F,31,guayaquil,Finanzas,28031.0,01/02/2016,3,presencial,Soltero
315,295,41585,female,42,GYE,RRHH,22600.0,16/07/2023,2,presencial,Casado
316,943,80541,m,33,guayaquil,Tecnologia,294785.0,2017-02-17,3,remoto,Soltero
317,186,49833,m,30,guayaquil,Ventas,263358.0,22/01/2023,3,presencial,Union Libre
318,498,98862,m,33,Guayaquil,Operaciones,8069.0,25/05/2022,2,hibrido,Soltero
319,581,90697,F,24,Guayaquil,Tecnologia,368731.0,28/04/2019,3,remoto,Soltero
320,86,38657,m,26,guayaquil,Tecnologia,368255.0,"Dec 20, 2025",4,hibrido,Soltero
321,944,67597,M,37,GYE,Ventas,213925.0,06/12/2020,5,hibrido,Soltero
322,45,61076,female,35,Guayaquil,Tecnologia,224464.0,2024-06-21,5,remoto,Casado
323,330,11086,M,39,GYE,Operaciones,213376.0,2017-12-08,4,presencial,Soltero
324,371,24210,m,40,Guayaquil,Ventas,133457.0,2025-01-21,5,presencial,Casado
325,826,37107,M,45,Guayaquil,Tecnologia,360338.0,"Mar 13, 2016",5,remoto,Casado
326,484,93980,female,22,GYE,Tecnologia,417174.0,2022-05-03,5,hibrido,Soltero
327,16,58962,m,49,quito,Operaciones,170649.0,2021-12-16,3,remoto,Casado
328,907,35778,M,35,quito,Tecnologia,327053.0,2021-06-03,3,remoto,Union Libre
329,623,23357,M,33,quito,Operaciones,308542.0,2018-08-19,3,remoto,Casado
330,632,50126,m,44,Guayaquil,Tecnologia,683421.0,2015-08-14,1,hibrido,Divorciado
331,549,50152,female,24,Guayaquil,RRHH,151891.0,2015-12-03,3,presencial,Soltero
332,809,96137,M,46,quito,Ventas,133591.0,2021-08-14,5,presencial,Casado
333,685,93679,M,41,guayaquil,Tecnologia,229534.0,2020-03-03,4,presencial,Casado
334,42,64179,m,43,guayaquil,Finanzas,294323.0,2018-05-24,4,hibrido,Casado
335,791,79291,m,51,guayaquil,RRHH,202063.0,13/06/2022,4,presencial,Casado
336,209,80558,m,33,UIO,Operaciones,111787.0,2017-07-31,3,presencial,Casado
337,677,69952,m,22,guayaquil,Operaciones,11522.0,10/06/2021,1,hibrido,Union Libre
338,578,25853,m,38,quito,Ventas,153729.0,2017-05-21,5,presencial,Soltero
339,434,35506,m,38,GYE,Ventas,623587.0,08/01/2015,4,presencial,Union Libre
340,620,19478,F,21,guayaquil,Finanzas,7000.0,2015-08-19,2,presencial,Union Libre
341,733,92745,M,24,Guayaquil,Finanzas,251062.0,"Nov 16, 2022",5,hibrido,Soltero
342,355,51199,female,39,GYE,Tecnologia,466845.0,2021-03-09,4,remoto,Union Libre
343,924,92499,F,30,Guayaquil,Finanzas,15303.0,25/09/2018,2,presencial,Union Libre
344,34,58692,F,36,UIO,Ventas,123873.0,"Dec 15, 2016",3,presencial,Union Libre
345,550,17074,female,33,quito,Operaciones,226292.0,2023-01-11,3,presencial,Soltero
346,309,31889,M,40,UIO,Tecnologia,46629.0,2018-05-07,5,remoto,Soltero
347,770,88964,M,41,Guayaquil,Operaciones,254113.0,11/03/2022,3,presencial,Soltero
348,655,51254,F,34,Guayaquil,Marketing,207075.0,"Mar 12, 2020",3,presencial,Soltero
349,638,37798,m,50,GYE,Finanzas,320292.0,2015-04-19,5,presencial,Casado
350,346,22269,M,45,quito,Marketing,204028.0,2018-02-07,3,presencial,Casado
351,466,89574,F,31,UIO,Ventas,365587.0,2018-04-27,3,presencial,Union Libre
352,68,81774,M,33,Guayaquil,Tecnologia,458956.0,2022-02-09,4,remoto,Soltero
353,264,75951,female,33,quito,Marketing,14057.0,2022-05-10,5,presencial,Union Libre
354,555,80255,F,34,Guayaquil,Tecnologia,323207.0,2017-01-31,3,remoto,Union Libre
355,499,15200,female,28,quito,Ventas,249547.0,11/12/2025,3,presencial,Union Libre
356,767,82007,F,39,UIO,Tecnologia,698638.0,"Sep 16, 2022",3,hibrido,Soltero
357,177,81027,F,31,GYE,Ventas,124061.0,2015-02-21,3,presencial,Casado
358,561,99592,female,39,guayaquil,Operaciones,132233.0,2024-02-09,4,hibrido,Soltero
359,354,54179,female,33,quito,Tecnologia,141538.0,2019-06-22,5,remoto,Casado
360,717,83830,m,39,GYE,RRHH,140582.0,"Jun 22, 2025",3,presencial,Soltero
361,359,30242,m,38,guayaquil,Ventas,444389.0,05/10/2017,3,hibrido,Casado
362,893,57787,m,33,Guayaquil,Ventas,299214.0,2019-06-15,4,remoto,Casado
363,724,40992,female,39,Guayaquil,Marketing,126105.0,25/07/2020,4,presencial,Soltero
364,517,42689,female,41,UIO,Marketing,195256.0,2025-11-22,3,presencial,Casado
365,344,49927,M,32,UIO,Tecnologia,410164.0,2024-09-07,4,remoto,Soltero
366,797,66143,m,38,GYE,Ventas,301582.0,2021-01-05,4,hibrido,Casado
367,415,43014,m,33,GYE,Ventas,258167.0,2018-07-26,4,hibrido,Casado
368,89,92206,m,39,Guayaquil,Finanzas,203269.0,31/01/2018,3,presencial,Casado
369,120,27570,F,32,UIO,Marketing,396471.0,11/02/2022,4,remoto,Union Libre
370,196,11743,F,38,quito,Tecnologia,306256.0,2020-05-23,4,hibrido,Soltero
371,689,45127,female,36,Guayaquil,Ventas,80000.0,"Feb 10, 2025",3,hibrido,Soltero
372,611,34665,F,42,Guayaquil,Finanzas,353128.0,2015-08-19,3,remoto,Union Libre
373,315,80865,m,36,GYE,Tecnologia,611245.0,2019-11-17,5,presencial,Soltero
374,219,94639,M,42,Guayaquil,Marketing,179196.0,2016-09-22,4,presencial,Union Libre
375,584,32881,m,36,UIO,Finanzas,38656.0,2025-01-16,4,presencial,Soltero
376,714,81950,F,37,quito,Tecnologia,409913.0,"Mar 05, 2016",2,remoto,Casado
377,212,69323,M,51,GYE,Ventas,358803.0,2019-05-12,3,presencial,Divorciado
378,536,18387,M,40,quito,Ventas,193695.0,27/11/2020,3,hibrido,Casado
379,852,50359,female,35,quito,Ventas,96492.0,15/06/2015,4,presencial,Soltero
380,136,73830,female,42,GYE,Finanzas,281461.0,2021-03-11,5,hibrido,Union Libre
381,328,21852,F,30,quito,Operaciones,17387.0,13/06/2023,3,presencial,Casado
382,58,80158,m,42,quito,Finanzas,191035.0,29/08/2020,3,remoto,Soltero
383,488,14414,female,30,UIO,Tecnologia,538559.0,09/04/2019,3,remoto,Soltero
384,33,95459,M,28,Guayaquil,Tecnologia,232394.0,2020-03-10,4,remoto,Union Libre
385,394,24806,female,41,guayaquil,Ventas,272089.0,2021-02-11,2,hibrido,Casado
386,743,93780,female,39,quito,Finanzas,450833.0,2016-01-04,3,presencial,Casado
387,605,79930,female,41,guayaquil,Tecnologia,242375.0,2018-08-15,3,hibrido,Divorciado
388,775,13153,m,49,UIO,Tecnologia,80000.0,2021-09-03,2,remoto,Casado
389,839,69602,female,41,Guayaquil,Operaciones,170962.0,2018-04-03,5,presencial,Casado
390,432,45845,F,24,quito,Ventas,105678.0,2023-11-19,4,presencial,Casado
391,232,68994,m,39,quito,Finanzas,459485.0,10/08/2017,3,presencial,Casado
392,759,61379,F,40,quito,Operaciones,379036.0,30/06/2022,4,presencial,Casado
393,705,67257,M,36,GYE,RRHH,166925.0,2023-05-11,4,presencial,Union Libre
394,719,43507,m,28,guayaquil,Operaciones,198832.0,2017-09-24,3,presencial,Soltero
395,313,99074,F,44,guayaquil,Tecnologia,428493.0,"Mar 25, 2015",3,remoto,Union Libre
396,331,86021,m,37,guayaquil,RRHH,91662.0,"Jul 14, 2019",3,presencial,Union Libre
397,318,92771,M,26,Guayaquil,Ventas,282341.0,26/09/2019,3,presencial,Union Libre
398,556,80082,M,38,UIO,Ventas,268189.0,2016-03-13,4,presencial,Union Libre
399,591,98106,m,38,guayaquil,Tecnologia,258547.0,08/06/2024,3,remoto,Union Libre
400,53,82659,female,41,UIO,Tecnologia,434287.0,"Aug 30, 2025",3,remoto,Casado
401,696,42857,female,41,quito,Tecnologia,265699.0,2021-02-25,3,remoto,Casado
402,883,86461,m,22,Guayaquil,Tecnologia,484503.0,22/03/2019,3,presencial,Union Libre
403,13,86614,F,29,guayaquil,Tecnologia,110053.0,10/05/2025,3,remoto,Union Libre
404,27,94757,F,42,Guayaquil,Operaciones,276942.0,26/08/2017,5,presencial,Soltero
405,450,84794,M,44,guayaquil,Ventas,130601.0,2020-05-12,3,presencial,Casado
406,602,85861,M,30,Guayaquil,Operaciones,156881.0,25/08/2015,2,presencial,Union Libre
407,742,39457,F,46,guayaquil,Finanzas,324744.0,2016-11-06,2,presencial,Casado
408,753,63242,m,39,quito,Ventas,202443.0,13/12/2022,4,presencial,Soltero
409,65,44528,female,48,Guayaquil,Tecnologia,32179.0,2019-05-09,4,hibrido,Divorciado
410,565,89646,m,21,quito,Operaciones,125182.0,2019-07-08,3,presencial,Soltero
411,441,24715,M,47,quito,Tecnologia,389086.0,2021-09-29,1,remoto,Casado
412,857,93419,m,33,guayaquil,Tecnologia,243569.0,14/02/2023,4,remoto,Divorciado
413,567,90074,M,32,Guayaquil,Operaciones,282017.0,"May 31, 2023",3,presencial,Soltero
414,66,63610,F,36,quito,Ventas,465866.0,2021-01-09,2,presencial,Casado
415,395,29976,M,26,guayaquil,Ventas,138877.0,2018-11-18,2,hibrido,Casado
416,533,95904,female,42,guayaquil,Tecnologia,304067.0,28/05/2025,3,remoto,Casado
417,461,85608,female,36,guayaquil,Tecnologia,182951.0,2018-12-06,4,remoto,Soltero
418,97,13716,female,37,guayaquil,Tecnologia,319612.0,2018-04-02,3,remoto,Soltero
419,493,17947,m,46,GYE,Tecnologia,214012.0,2023-04-19,2,remoto,Soltero
420,213,22531,m,24,UIO,Ventas,228143.0,19/03/2024,4,presencial,Soltero
421,294,95304,M,32,quito,Finanzas,459757.0,2024-08-09,2,hibrido,Union Libre
422,365,61500,female,30,quito,Operaciones,219204.0,2021-01-12,4,presencial,Soltero
423,150,94067,M,48,guayaquil,Operaciones,285858.0,2019-08-25,3,hibrido,Casado
424,474,12246,m,32,UIO,Tecnologia,428519.0,2015-11-09,5,presencial,Union Libre
425,206,38748,M,27,guayaquil,Ventas,338351.0,20/11/2020,4,hibrido,Soltero
426,890,75324,female,31,GYE,Tecnologia,38981.0,2023-09-30,4,remoto,Casado
427,11,47643,m,43,Guayaquil,Marketing,167458.0,02/06/2017,3,presencial,Soltero
428,79,68428,F,40,quito,Operaciones,357134.0,15/04/2018,3,presencial,Casado
429,595,35099,M,39,Guayaquil,Tecnologia,181354.0,2017-05-12,3,remoto,Casado
430,457,17736,F,26,guayaquil,RRHH,154778.0,2015-09-16,1,hibrido,Union Libre
431,648,19429,m,34,GYE,Tecnologia,241382.0,2025-02-22,2,remoto,Casado
432,849,87335,female,26,guayaquil,RRHH,188266.0,2021-02-17,4,presencial,Soltero
433,21,42424,M,33,Guayaquil,Marketing,215092.0,2020-02-21,4,presencial,Casado
434,769,51495,M,30,Guayaquil,Marketing,107388.0,2025-08-20,5,presencial,Divorciado
435,781,56888,female,42,UIO,Finanzas,22760.0,25/07/2023,2,presencial,Casado
436,324,62481,m,38,Guayaquil,Ventas,154452.0,2019-05-28,5,remoto,Casado
437,424,48821,M,44,Guayaquil,Ventas,478269.0,2021-10-25,3,presencial,Soltero
438,511,21264,m,51,quito,Tecnologia,305297.0,2023-12-19,1,hibrido,Casado
439,468,83867,F,29,guayaquil,Tecnologia,654914.0,2019-03-11,4,remoto,Casado
440,653,80428,m,33,Guayaquil,Operaciones,18885.0,2017-01-06,3,hibrido,Soltero
441,225,69166,M,32,guayaquil,Tecnologia,200156.0,14/03/2022,4,remoto,Union Libre
442,566,30438,female,31,guayaquil,Ventas,92344.0,"Jan 05, 2017",3,hibrido,Soltero
443,822,49950,F,32,quito,Marketing,186473.0,19/07/2018,4,presencial,Soltero
444,490,53081,M,49,quito,Operaciones,320261.0,30/05/2021,4,hibrido,Divorciado
445,181,23265,M,36,guayaquil,Operaciones,229104.0,2024-12-01,2,presencial,Casado
446,269,98620,M,34,guayaquil,Ventas,274816.0,2022-08-30,5,hibrido,Union Libre
447,246,43981,female,37,Guayaquil,Ventas,185984.0,13/11/2016,4,presencial,Soltero
448,129,94077,m,43,UIO,Ventas,162828.0,"Dec 08, 2020",4,presencial,Union Libre
449,385,24832,m,23,Guayaquil,Operaciones,150625.0,22/08/2015,2,presencial,Union Libre
450,530,54377,m,24,guayaquil,RRHH,75253.0,13/03/2023,4,hibrido,Soltero
451,480,90663,F,44,quito,Ventas,303173.0,2017-01-03,4,hibrido,Soltero
452,665,49083,M,30,GYE,Finanzas,147336.0,2018-01-06,2,presencial,Soltero
453,305,25590,F,27,GYE,Operaciones,156926.0,2015-07-14,2,presencial,Soltero
454,380,48459,M,44,guayaquil,Marketing,520151.0,08/08/2024,5,presencial,Casado
455,82,62779,female,28,GYE,Operaciones,89117.0,2022-11-14,5,presencial,Union Libre
456,538,92977,m,31,GYE,Finanzas,171816.0,13/10/2017,2,presencial,Soltero
457,739,12606,female,35,guayaquil,RRHH,230283.0,2018-06-13,5,presencial,Casado
458,903,13610,F,26,quito,Finanzas,188396.0,2017-03-23,5,presencial,Soltero
459,342,39623,M,36,quito,Finanzas,281558.0,11/04/2025,1,presencial,Soltero
460,785,21026,female,22,GYE,RRHH,26155.0,"Sep 23, 2016",3,presencial,Soltero
461,299,47130,m,43,guayaquil,Ventas,344941.0,29/04/2015,4,presencial,Casado
462,519,93702,F,33,quito,Tecnologia,213164.0,"Aug 07, 2015",3,remoto,Casado
463,856,59368,m,47,UIO,Operaciones,249456.0,2025-10-22,3,presencial,Soltero
464,454,25053,M,40,Guayaquil,Operaciones,128692.0,27/09/2021,3,presencial,Union Libre
465,796,46359,F,28,guayaquil,Operaciones,211999.0,06/03/2024,3,hibrido,Soltero
466,628,47313,female,37,guayaquil,Finanzas,299354.0,31/03/2019,5,presencial,Soltero
467,185,56942,M,38,guayaquil,Finanzas,394167.0,2023-05-15,3,presencial,Soltero
468,937,18992,F,41,GYE,RRHH,85967.0,10/11/2015,4,hibrido,Divorciado
469,914,18406,F,40,UIO,Tecnologia,196393.0,27/07/2022,1,hibrido,Union Libre
470,535,69264,female,38,quito,Tecnologia,262097.0,2015-08-27,2,remoto,Casado
471,842,36792,F,31,guayaquil,Tecnologia,432388.0,2016-03-14,1,remoto,Casado
472,604,11246,female,40,quito,Ventas,35505.0,2019-06-29,3,presencial,Soltero
473,631,77722,M,35,quito,Ventas,283683.0,2022-03-30,4,presencial,Soltero
474,710,20531,F,34,Guayaquil,Tecnologia,270398.0,04/01/2019,5,hibrido,Casado
475,641,19470,F,47,Guayaquil,Operaciones,242537.0,19/08/2021,4,presencial,Casado
476,543,58702,m,33,GYE,Tecnologia,335515.0,2019-06-17,4,hibrido,Soltero
477,532,28122,m,37,guayaquil,Tecnologia,80000.0,01/04/2018,3,remoto,Union Libre
478,901,69062,m,35,GYE,Ventas,29957.0,"Mar 18, 2015",3,presencial,Casado
479,576,52043,M,36,GYE,Operaciones,202001.0,2022-02-07,3,presencial,Union Libre
480,553,22872,female,42,guayaquil,Tecnologia,368232.0,"Feb 01, 2020",3,remoto,Soltero
481,316,84238,female,42,Guayaquil,Tecnologia,30072.0,2024-02-13,4,hibrido,Casado
482,858,78693,m,46,Guayaquil,Ventas,20765.0,2022-05-23,4,presencial,Soltero
483,279,25645,m,30,UIO,Tecnologia,255584.0,"Jun 15, 2022",4,hibrido,Soltero
484,524,74393,M,44,quito,Ventas,525987.0,21/09/2017,3,hibrido,Union Libre
485,211,57523,female,41,quito,Tecnologia,352203.0,2025-12-03,3,remoto,Union Libre
486,599,55300,m,32,guayaquil,Tecnologia,288675.0,2016-10-06,3,hibrido,Union Libre
487,848,35512,F,38,Guayaquil,Ventas,103037.0,2020-12-09,4,presencial,Casado
488,806,14643,F,33,GYE,Operaciones,135518.0,2017-07-05,4,hibrido,Union Libre
489,81,78220,M,31,quito,Tecnologia,257146.0,10/09/2017,3,remoto,Divorciado
490,0,68929,m,47,UIO,Operaciones,291479.0,2024-11-16,4,presencial,Union Libre
491,287,74912,m,23,Guayaquil,Tecnologia,346708.0,09/01/2017,3,remoto,Union Libre
492,495,78839,F,44,Guayaquil,Finanzas,191995.0,2015-06-05,3,hibrido,Soltero
493,43,35636,female,29,Guayaquil,Tecnologia,154802.0,25/03/2025,3,remoto,Soltero
494,731,52956,female,36,quito,Finanzas,221012.0,2019-09-17,3,presencial,Union Libre
495,366,31446,m,54,GYE,Tecnologia,30130.0,18/05/2021,3,remoto,Casado
496,402,95178,M,37,quito,RRHH,70131.0,14/09/2016,3,hibrido,Soltero
497,281,71181,M,38,guayaquil,Marketing,96938.0,22/01/2022,3,presencial,Casado
498,243,79090,female,39,GYE,Ventas,195928.0,03/04/2025,5,hibrido,Soltero
499,41,72410,F,43,Guayaquil,Operaciones,34393.0,"Jul 08, 2018",3,presencial,Divorciado
500,91,12153,F,43,Guayaquil,Finanzas,244153.0,16/06/2020,3,presencial,Casado
501,238,19112,female,30,Guayaquil,Finanzas,197652.0,2015-02-11,3,remoto,Union Libre
502,760,19234,M,30,guayaquil,Marketing,7000.0,"Aug 03, 2024",5,presencial,Casado
503,736,30223,m,39,GYE,Operaciones,284766.0,17/09/2019,3,presencial,Soltero
504,92,71013,F,42,guayaquil,Ventas,426347.0,"Oct 29, 2020",1,presencial,Union Libre
505,389,82150,m,39,guayaquil,Finanzas,19501.0,2019-09-01,3,presencial,Soltero
506,49,13903,M,37,UIO,Operaciones,129052.0,2024-07-08,4,presencial,Soltero
507,761,65122,F,27,UIO,Finanzas,368268.0,2020-10-29,3,presencial,Soltero
508,672,42289,m,26,Guayaquil,Marketing,144191.0,2022-11-27,3,presencial,Union Libre
509,167,95102,m,37,Guayaquil,Tecnologia,309918.0,2017-06-22,1,remoto,Soltero
510,748,22329,female,42,quito,Marketing,235852.0,2024-02-17,3,hibrido,Casado
511,812,14902,m,26,Guayaquil,Marketing,127274.0,"Jul 30, 2020",2,hibrido,Union Libre
512,527,24828,m,31,UIO,Tecnologia,358748.0,2020-06-23,4,remoto,Soltero
513,688,79877,female,45,guayaquil,Marketing,248928.0,11/05/2017,3,hibrido,Soltero
514,875,16803,m,24,guayaquil,Operaciones,249143.0,02/04/2016,4,remoto,Union Libre
515,949,14657,F,32,GYE,Tecnologia,398968.0,07/10/2024,2,remoto,Union Libre
516,509,22490,female,37,guayaquil,Ventas,130407.0,11/04/2019,4,hibrido,Soltero
517,729,34292,F,41,UIO,Tecnologia,355946.0,2018-04-07,5,hibrido,Soltero
518,221,34986,M,33,quito,Operaciones,18123.0,2021-07-07,4,presencial,Casado
519,916,66282,M,35,guayaquil,Finanzas,307214.0,2020-04-20,3,presencial,Union Libre
520,74,72450,M,28,quito,Tecnologia,187385.0,2025-03-16,4,remoto,Divorciado
521,376,76256,female,29,quito,Ventas,362936.0,23/01/2015,3,remoto,Soltero
522,718,64931,female,40,quito,Tecnologia,271123.0,2022-05-02,4,remoto,Soltero
523,445,45578,female,40,quito,RRHH,178261.0,2015-09-04,2,hibrido,Casado
524,116,58585,female,45,Guayaquil,Marketing,162821.0,2015-03-25,5,presencial,Casado
525,377,77028,m,31,quito,Ventas,428432.0,2020-03-27,3,presencial,Soltero
526,713,54665,F,27,guayaquil,Tecnologia,411669.0,04/04/2020,5,remoto,Casado
527,59,22887,F,43,quito,Tecnologia,301597.0,31/05/2015,3,hibrido,Casado
528,578,25853,m,38,quito,Ventas,153729.0,2017-05-21,5,presencial,Soltero
529,906,32349,M,31,quito,Ventas,9272.0,19/01/2015,4,presencial,Soltero
530,310,69276,m,28,quito,Operaciones,91307.0,"Oct 24, 2016",5,hibrido,Soltero
531,803,33169,M,39,guayaquil,Ventas,7250.0,"Aug 29, 2018",4,hibrido,Casado
532,851,21727,M,48,quito,Operaciones,335603.0,2022-12-26,4,presencial,Casado
533,452,49708,M,38,GYE,Tecnologia,80000.0,2019-02-17,4,hibrido,Union Libre
534,1,67346,M,35,guayaquil,Tecnologia,233622.0,17/07/2023,4,hibrido,Casado
535,271,69046,F,37,quito,Ventas,191892.0,2023-01-31,4,hibrido,Soltero
536,265,56911,M,27,guayaquil,Marketing,115993.0,2025-12-03,4,presencial,Soltero
537,319,47287,F,30,UIO,RRHH,224593.0,06/02/2020,2,presencial,Divorciado
538,291,82193,M,28,guayaquil,Tecnologia,400291.0,2026-01-19,3,remoto,Soltero
539,61,83714,M,47,GYE,Ventas,185778.0,"Nov 30, 2020",3,presencial,Casado
540,859,89722,m,36,guayaquil,Operaciones,185026.0,2022-10-10,3,hibrido,Soltero
541,444,54185,m,32,quito,Operaciones,173841.0,2015-02-02,3,presencial,Soltero
542,80,14500,female,22,guayaquil,Tecnologia,430564.0,2017-08-16,5,hibrido,Soltero
543,222,55081,F,33,UIO,Finanzas,504084.0,"Dec 01, 2025",2,presencial,Divorciado
544,214,22906,F,34,Guayaquil,Ventas,221254.0,2017-01-12,2,presencial,Soltero
545,783,47022,female,35,guayaquil,Marketing,141467.0,28/03/2015,4,hibrido,Union Libre
546,325,90360,M,42,GYE,Tecnologia,516096.0,28/01/2022,1,hibrido,Union Libre
547,834,23761,F,36,Guayaquil,Tecnologia,271096.0,2018-08-20,3,remoto,Soltero
548,282,66656,female,24,guayaquil,Marketing,169169.0,2021-10-16,5,presencial,Casado
549,270,22532,m,45,UIO,RRHH,82329.0,2017-07-29,4,presencial,Soltero
550,610,38549,F,39,GYE,Marketing,182879.0,2022-08-29,2,presencial,Union Libre
551,614,16314,M,25,quito,Operaciones,185806.0,"Jun 30, 2017",5,presencial,Soltero
552,630,55369,m,36,GYE,RRHH,7180.0,02/01/2022,3,presencial,Casado
553,304,53055,female,50,guayaquil,Finanzas,175547.0,2020-02-03,2,presencial,Union Libre
554,137,69699,m,38,Guayaquil,Tecnologia,467543.0,2019-12-18,3,remoto,Soltero
555,276,93560,M,38,quito,Finanzas,180812.0,"Apr 09, 2015",4,presencial,Soltero
556,926,79510,m,42,quito,Operaciones,270107.0,2020-02-11,2,presencial,Divorciado
557,122,38661,F,36,guayaquil,Ventas,117234.0,20/10/2020,5,hibrido,Casado
558,340,18666,F,41,Guayaquil,Tecnologia,286512.0,"Jan 28, 2026",4,remoto,Soltero
559,102,40574,M,35,Guayaquil,Ventas,79545.0,03/11/2020,4,presencial,Soltero
560,662,83289,m,51,GYE,Ventas,209597.0,2020-01-23,4,presencial,Casado
561,374,63275,female,31,guayaquil,Finanzas,450641.0,26/07/2016,4,hibrido,Union Libre
562,3,80010,F,32,GYE,Ventas,118848.0,10/08/2019,4,presencial,Union Libre
563,99,21793,F,34,quito,Tecnologia,232862.0,2024-12-21,4,remoto,Union Libre
564,676,78740,M,46,Guayaquil,Ventas,28155.0,2015-02-05,4,presencial,Divorciado
565,800,18447,M,36,Guayaquil,RRHH,8282.0,11/11/2023,4,presencial,Union Libre
566,704,93583,m,47,quito,Tecnologia,563215.0,27/05/2015,3,hibrido,Casado
567,942,89770,M,54,guayaquil,Operaciones,162174.0,"Dec 30, 2016",5,presencial,Soltero
568,37,58076,M,50,guayaquil,RRHH,221436.0,05/03/2024,4,presencial,Casado
569,870,86325,m,36,guayaquil,RRHH,181108.0,21/07/2020,4,hibrido,Union Libre
570,93,50742,m,45,UIO,Ventas,217104.0,2015-04-19,3,presencial,Union Libre
571,910,20184,female,36,GYE,RRHH,178836.0,"Jan 22, 2024",3,presencial,Union Libre
572,369,46220,m,31,UIO,Ventas,323546.0,2025-05-26,3,presencial,Casado
573,779,58700,female,42,Guayaquil,Tecnologia,367603.0,19/04/2021,3,remoto,Casado
574,98,67352,m,33,Guayaquil,Finanzas,173365.0,"Jul 03, 2022",3,presencial,Soltero
575,880,96217,female,40,Guayaquil,Marketing,195667.0,13/01/2018,3,presencial,Casado
576,548,85038,female,28,UIO,Tecnologia,35743.0,13/04/2023,4,remoto,Soltero
577,554,92227,m,25,guayaquil,RRHH,87428.0,26/08/2023,3,presencial,Soltero
578,223,96505,M,37,UIO,Tecnologia,281383.0,2017-03-27,2,remoto,Union Libre
579,626,95525,female,37,Guayaquil,Ventas,16201.0,"Jun 17, 2018",3,presencial,Soltero
580,448,34708,M,43,guayaquil,Finanzas,278279.0,2025-12-29,5,presencial,Divorciado
581,854,83134,female,34,quito,Ventas,92916.0,2016-01-24,4,presencial,Casado
582,159,96324,M,45,Guayaquil,Ventas,80000.0,2016-10-04,2,presencial,Casado
583,262,26885,m,29,guayaquil,Operaciones,188354.0,2025-07-23,5,presencial,Union Libre
584,240,29711,m,35,quito,Tecnologia,18667.0,16/10/2015,4,remoto,Soltero
585,593,74748,m,31,guayaquil,Ventas,433468.0,2021-01-28,3,presencial,Casado
586,874,17540,m,35,Guayaquil,Tecnologia,643253.0,2024-10-06,1,remoto,Union Libre
587,121,30829,M,50,Guayaquil,Operaciones,155707.0,"Nov 23, 2016",4,remoto,Casado
588,363,47305,M,35,quito,Finanzas,23203.0,21/04/2016,3,presencial,Casado
589,686,60312,F,21,GYE,Tecnologia,415721.0,2021-08-13,5,presencial,Soltero
590,403,31307,F,27,guayaquil,Marketing,152432.0,02/07/2018,3,presencial,Casado
591,88,32016,M,30,guayaquil,RRHH,152584.0,2025-08-11,3,remoto,Soltero
592,946,90086,m,32,GYE,RRHH,221028.0,2023-01-15,4,remoto,Soltero
593,190,76788,female,35,Guayaquil,Ventas,102632.0,2025-02-27,3,presencial,Casado
594,732,67082,m,34,quito,Tecnologia,271926.0,19/04/2025,5,remoto,Casado
595,288,15961,M,27,Guayaquil,Operaciones,230747.0,"Aug 16, 2016",2,presencial,Soltero
596,702,60763,M,34,quito,Finanzas,211137.0,18/03/2019,4,presencial,Soltero
597,619,68026,m,36,Guayaquil,Operaciones,132774.0,08/04/2017,4,remoto,Soltero
598,210,14782,F,45,guayaquil,Finanzas,244076.0,2022-09-05,3,presencial,Casado
599,846,13250,M,34,UIO,Operaciones,187561.0,2017-04-11,3,presencial,Soltero
600,322,36536,female,48,guayaquil,Tecnologia,328745.0,11/05/2025,4,hibrido,Divorciado
601,823,90949,female,33,UIO,Operaciones,249586.0,2024-04-24,5,presencial,Soltero
602,720,92445,F,40,quito,Ventas,245258.0,2021-10-25,5,hibrido,Casado
603,127,14015,female,50,GYE,Operaciones,11627.0,"May 15, 2017",2,presencial,Union Libre
604,571,25806,female,21,UIO,RRHH,174334.0,2023-01-23,4,presencial,Casado
